agreement,score
4.0,0.4933104307317815
3.0,-0.6018545871581934
5.0,-0.8828227817974402
6.0,0.5912570150336341
2.0,-0.221208571499491
1.0,
1.0,-0.5802595860802017
3.0,0.29245290726817547
1.0,-0.805911275588108
3.0,-0.2860641883027017
1.0,
4.0,0.1185407345493184
2.0,
2.0,-0.6863771570734017
1.0,
1.0,
3.0,-0.28715450377931345
1.0,
1.0,-1.3457351832304156
1.0,-0.4250748070038667
6.0,0.23005101339499687
1.0,-0.7423932308849402
3.0,0.22001198552923382
5.0,-0.18761392757025588
3.0,0.4981272862864945
1.0,-0.870815296823221
4.0,-0.9204577349653601
5.0,0.3948690804584003
4.0,-0.2767297185147135
2.0,0.326799491320938
3.0,0.14230458807942353
2.0,0.13371956945991684
5.0,0.08136941626904391
2.0,-0.8131540581887319
5.0,0.7488229946337034
4.0,-0.16238953607335066
4.0,-1.4190509152306017
1.0,-0.5101796181729855
1.0,-0.43771191527774894
3.0,-0.4300913629094051
2.0,
3.0,-0.36196818542105397
2.0,-0.23498314180229865
1.0,
1.0,-1.2825123936914509
2.0,-0.8895103359647258
1.0,
3.0,-0.28958706293313136
1.0,-0.21910223011064814
1.0,
1.0,
1.0,
1.0,
1.0,-0.37431364330347233
1.0,-0.6805489280378126
1.0,
2.0,
2.0,
1.0,
2.0,
2.0,-0.5422100610723355
1.0,-0.48468655738093036
1.0,-0.30359517380248585
1.0,-0.7276289524976418
1.0,-0.7655805543556752
1.0,-0.5279513622089499
1.0,
1.0,
1.0,-0.3662496441533193
1.0,0.14296132758702232
1.0,-1.5605550169613682
1.0,-1.0095464345914325
1.0,
1.0,
1.0,-0.7942337877613722
1.0,-0.6835706534843115
1.0,
1.0,
1.0,
1.0,-0.22866749878547094
1.0,
1.0,0.12454872740581417
1.0,-0.04120311900761572
0.0,-0.7945448688505059
0.0,-1.3134323376033468
0.0,-0.9790413037566641
0.0,-0.5777933953999701
0.0,-0.9407590308187042
0.0,-1.883132857493884
0.0,-0.9868601454297803
0.0,-1.3056259789970768
0.0,-0.1334733541399479
0.0,-1.1862847200359807
0.0,-0.33240686557389604
0.0,0.19401653490488635
0.0,-0.6164744372279151
0.0,-1.1333241601929809
0.0,-0.7648358590059123
0.0,-0.43770274060653325
0.0,-0.4548753395546633
0.0,-0.28076724395290836
0.0,-0.1345122822677638
0.0,-1.6287156635618982
0.0,-0.7057237893293026
0.0,-1.2193230327333342
0.0,-0.38892646456414404
0.0,-1.0369570667633188
0.0,-0.36029641481741015
0.0,-0.4816256404653612
0.0,-0.5150663750728751
0.0,-0.3099238474562698
7.0,1.2509026648357635
7.0,2.126093544744098
7.0,2.1018582065450486
7.0,1.0086000575282073
7.0,0.33175771952226385
7.0,2.0418895151248386
7.0,1.6542144721540242
7.0,0.9573937132016269
7.0,2.413250415059534
7.0,0.40748961420625696
7.0,1.003956969327321
7.0,0.5863918737510287
5.0,-0.12493658295671746
2.0,-2.1596463050751558
7.0,0.33156009649161156
7.0,0.558681073600595
5.0,-0.4087160733808086
7.0,1.348195151751528
7.0,1.4730193106376464
7.0,2.045125731058878
7.0,1.2927933099245643
6.0,-0.10799147067063011
7.0,0.34058807252607387
7.0,1.3308831292000445
6.0,1.3179528928612334
1.0,
1.0,
7.0,0.9719454846070981
7.0,-0.01849693735140363
2.0,
7.0,1.2396793921591145
1.0,
7.0,0.8926028819836828
1.0,-0.6384919058770914
3.0,
1.0,
1.0,-0.4879870611092273
7.0,0.0037961926420209615
5.0,-0.6481744502845199
7.0,0.2745485134157441
7.0,1.6313579384672254
7.0,0.9004811905365903
6.0,0.7948049074438842
7.0,0.3822535246206356
7.0,0.8100149117299819
7.0,1.0277833913581207
7.0,1.4643294112816627
7.0,0.9544686549399531
4.0,-0.4364486442295715
7.0,1.3037818549945674
7.0,1.857871227628824
7.0,2.2087752145823765
7.0,0.4182957763088128
6.0,0.06097319549940707
7.0,0.7413175698383025
7.0,0.9316123892944674
2.0,-1.314736932963611
5.0,-0.29083476078104403
6.0,0.31435766454538405
5.0,0.37699175877854624
7.0,1.5015903702352091
7.0,1.0851045621500943
3.0,
7.0,2.1006936819164497
2.0,-1.1849642336550383
1.0,
7.0,1.9528823000578106
7.0,2.2517237421489593
7.0,1.1913075081305338
3.0,
1.0,-1.7028710924113717
7.0,1.568572209434338
7.0,1.4065439163529543
7.0,1.0596333620416662
6.0,1.1225288348462745
6.0,0.9797022172789125
7.0,1.5806505338983277
7.0,1.486567650243419
7.0,1.5591959711515162
7.0,1.167276723744649
7.0,0.18136758877788908
7.0,-0.14503338626348228
7.0,1.8740883780013815
7.0,0.6016002697892504
7.0,1.4802975895663877
5.0,-0.4267195984835604
7.0,1.872408524803413
7.0,1.8974137159439977
7.0,1.4154566729145948
7.0,-0.40974409414178065
7.0,1.089050819521333
1.0,
7.0,1.8515770049420386
7.0,1.876652997280778
7.0,2.4583030286387713
5.0,-1.2736652689597923
7.0,0.9074338375620828
7.0,1.3287537324291523
6.0,0.47239826872691715
7.0,-0.44361035199144316
7.0,1.4698984290512769
1.0,
5.0,-0.38684101109871305
7.0,1.1024473711609162
7.0,1.3912604304555756
7.0,0.4179361797420903
3.0,0.06564021596035101
1.0,
1.0,
5.0,-0.2782972241110674
7.0,1.8863367172408207
7.0,1.9084895658986918
7.0,1.9655338883063178
5.0,0.25150423593524524
7.0,1.7570665188102275
7.0,1.3646258544670318
7.0,0.7164790621025673
7.0,1.9789172676299651
7.0,1.7461558205957395
7.0,2.306415657413572
7.0,0.6165553284954055
7.0,-0.3263694226354636
2.0,
7.0,1.772209321310083
7.0,2.0412925488299596
7.0,0.5984673263438117
7.0,0.5326245861401964
7.0,1.9530700055598949
6.0,-0.565951893094026
7.0,0.20620885350998294
7.0,0.5641594934065346
7.0,1.6522395054708325
7.0,1.1413407782917089
7.0,1.021154614821537
7.0,0.9819971104145555
7.0,0.9010493232445514
7.0,2.206890501238315
7.0,0.9340987022189557
6.0,0.07560380934241219
3.0,-0.1274453500848822
5.0,1.0100388267112588
1.0,
4.0,-0.6209715271549646
3.0,
4.0,0.08788427524775334
6.0,
5.0,
6.0,0.957830658832856
4.0,-0.19821874469707532
4.0,-0.505973713011348
6.0,0.40434135411438143
4.0,
6.0,-0.26647751356384153
4.0,-1.0416755511562907
5.0,-0.49700262300175246
6.0,-0.6095181984488331
4.0,0.07013829381109578
6.0,0.3788242040666426
6.0,1.363484994057178
6.0,0.8921857331179733
5.0,-0.5016278175304388
1.0,-0.33357884558014783
2.0,
5.0,0.1483467753490898
4.0,0.48217607118769856
4.0,0.16495664453628917
3.0,
3.0,
3.0,-0.6349444939790697
5.0,-0.5328260649080936
4.0,-0.812444591125774
3.0,-0.3800846202463448
3.0,
3.0,-0.6467475668191034
2.0,-0.8206661840169489
1.0,
3.0,
1.0,
1.0,
2.0,-0.29000318558352944
2.0,
1.0,
2.0,
2.0,
2.0,
2.0,
1.0,
2.0,
2.0,
2.0,-1.0920384843468223
2.0,
1.0,
3.0,0.3272246814260268
1.0,-0.19583965978513032
1.0,-0.46252894524601795
2.0,-0.3375712596654243
1.0,-0.9112679002696756
1.0,
1.0,
1.0,
1.0,
1.0,-0.2037538169490234
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,-0.5475937665658708
1.0,
1.0,
1.0,
1.0,
1.0,-0.6092769727549364
1.0,
1.0,
1.0,
1.0,
1.0,-1.6850846750281205
0.0,1.170039578720556
0.0,-0.631519285944645
0.0,-0.3818399649825232
0.0,-1.3231581017578589
0.0,-0.508746776532105
0.0,-1.0631369298107667
0.0,0.014745297347449362
0.0,0.8188715710740472
7.0,1.241243413218404
7.0,
7.0,1.2945293369233402
4.0,-0.4602445095507299
7.0,1.4976150495273564
7.0,2.357221586310675
7.0,1.5549296724529778
7.0,1.2636612781512493
6.0,
4.0,-0.05027678842756093
7.0,1.977967788717341
7.0,1.037698852178754
7.0,0.9022545135694401
7.0,1.193683119992899
7.0,2.414476665773273
7.0,1.3329054626123424
5.0,
7.0,2.0733137596206697
6.0,0.2777849208078642
7.0,2.1974974529360285
2.0,0.36810810384513576
2.0,
7.0,2.5543322751396507
7.0,1.6613482002320172
5.0,0.1541677519525909
7.0,0.8288517064342602
7.0,2.1332992610603445
3.0,-0.610181746205773
7.0,0.4379777818550964
2.0,-0.5023796083166635
7.0,1.0007138991940008
7.0,1.51078954808522
6.0,1.6308218558419334
7.0,1.7376873616556174
7.0,1.0665642211376023
7.0,2.047665537371047
7.0,-0.016602210749733184
7.0,0.11566158793533936
6.0,1.2472012823494352
7.0,0.03950457972948963
7.0,2.4126325032506526
7.0,1.9394879693319609
7.0,0.5857750723990142
7.0,1.5296114856424547
7.0,2.1829045180432582
4.0,
7.0,2.311682516040601
6.0,0.6999268983808191
6.0,-0.1441681642229074
7.0,1.1049764941121956
7.0,2.4350689779089185
7.0,1.4687492210691149
7.0,0.5324513165773788
7.0,0.732871205160666
7.0,1.3087394705300361
7.0,1.1558868442463825
4.0,-0.1878879002542346
7.0,0.41101508500825773
7.0,0.8980524299110886
2.0,
7.0,2.3810245738724265
7.0,0.6200697330203555
7.0,1.0024912811381563
7.0,1.0851750953069363
7.0,2.5188895935762465
1.0,-1.3493050723070834
7.0,2.0911421063235416
7.0,0.9739154350885818
7.0,2.0597115820026715
7.0,1.971801038820526
7.0,1.03398536954174
7.0,1.8710916761259992
6.0,0.6597303892627896
3.0,0.8776871870588705
1.0,0.04626890858704032
7.0,2.4006185469933143
7.0,2.365999709550135
4.0,0.5022871342922961
7.0,2.611910497550452
7.0,1.9138503921516117
7.0,1.5543920581630426
7.0,2.253114646811895
7.0,0.44377566861409384
7.0,1.2504363878266078
7.0,1.8522365014459963
7.0,1.9616936604200386
7.0,1.5890868278809325
7.0,1.2136911403585924
7.0,1.8025113917047142
7.0,1.877595507119274
7.0,1.9609531005648135
7.0,0.7034980893724339
7.0,0.8288962395837757
7.0,0.9969462722118324
1.0,
7.0,1.7934188942971359
7.0,0.8601183426382558
2.0,
7.0,1.0408675982852391
7.0,2.516248352773049
7.0,0.8173423953854018
7.0,2.407923553470088
7.0,0.40573459456589933
7.0,2.1428763771611865
1.0,-0.5411779373646992
7.0,0.4610055939406757
2.0,
7.0,0.5972474703299597
7.0,0.3479439302690182
5.0,-0.725683929858234
4.0,-0.09817412828707174
2.0,-0.5362091713106248
3.0,
6.0,0.29264003839601843
4.0,0.8344252043229569
1.0,0.2523760977420505
2.0,0.06511297869837636
6.0,0.8956618843184472
1.0,
5.0,1.3233341668371468
5.0,0.412126345998872
4.0,
4.0,0.35124983694434575
2.0,
4.0,-0.5382008139926249
4.0,0.00960296305595187
1.0,
1.0,-0.2864933377608944
1.0,
2.0,
1.0,
1.0,
1.0,
1.0,-1.4999530205026077
1.0,
1.0,-1.060878183960715
1.0,
3.0,-0.8344247445950684
1.0,
1.0,
1.0,
1.0,0.0573228557373294
1.0,
1.0,
1.0,
1.0,-0.9324361948945814
1.0,
1.0,
1.0,-0.27846769838591023
2.0,
1.0,
1.0,
1.0,
2.0,
2.0,
1.0,
2.0,0.09132607886859243
3.0,-2.3309772782448483
1.0,
1.0,
1.0,
1.0,
2.0,-0.05263957642769708
2.0,0.0887744021554346
1.0,
2.0,0.3059314795494281
1.0,
1.0,
1.0,-1.45105715399942
2.0,0.4680528595495323
1.0,
1.0,
1.0,-1.29550075670349
1.0,-0.24343745581943596
0.0,-0.7737680294169117
0.0,-2.6976415582993605
0.0,-1.375795020861647
0.0,-0.6724370597725504
0.0,-0.6430517098129769
0.0,-0.6590760618985091
0.0,-0.06289405590056499
0.0,-1.2040253789380015
0.0,-1.76997806861189
0.0,-1.2146191757377096
0.0,-0.5439846362410317
0.0,-1.125505931185722
0.0,0.4979426058220815
0.0,0.09717638685002027
0.0,-1.0805352616649222
0.0,-0.41663469343255716
0.0,-0.6127125846214534
0.0,-0.6077306424222816
0.0,-2.462861032640205
0.0,-0.13642919886095975
7.0,1.8149680373356953
7.0,1.1687619023664046
6.0,1.7108604085878265
7.0,0.6006544668717708
7.0,0.8610930174342689
7.0,1.4601621347023392
4.0,0.33668160014395493
7.0,0.1197934447697775
7.0,1.0925043020850804
7.0,0.14848642487297836
4.0,-0.5280918618067157
4.0,-0.20002991899243244
6.0,0.8825957510341247
7.0,-0.5033529429061133
7.0,1.2196278342259244
3.0,0.18077671084996905
7.0,0.04105741963688008
4.0,-0.012398097635728838
7.0,0.881621267696192
7.0,-0.16297842283723393
1.0,-1.1340085845390142
7.0,0.5515550038458205
6.0,0.03528851963126454
7.0,0.827393561693466
7.0,1.4516476109480585
3.0,-0.41482538776806543
2.0,0.4588347656411717
5.0,0.2402970457373548
7.0,0.6658714071935901
7.0,0.19504520087958954
5.0,0.3708674742839781
6.0,1.2211107919339466
7.0,1.3829270643370273
7.0,2.6174714740806864
7.0,2.151472308891279
7.0,0.9509393166847271
7.0,1.6477313186334395
7.0,1.6200104860795892
1.0,-0.9845657500851466
7.0,0.25659089421694453
3.0,
2.0,
4.0,-0.6273981239585814
7.0,0.4629075768035957
7.0,1.0201064584142425
7.0,1.2622373661152415
7.0,0.10395304560795263
6.0,-0.33794257116917426
3.0,-0.26071689986394825
5.0,0.11887467573325916
2.0,-0.14978248097435848
7.0,2.5874619516330006
6.0,-0.18915938102490218
1.0,
7.0,0.6673330747630647
3.0,0.34920663460127743
5.0,0.6462939760508546
6.0,
7.0,-0.3894019882327538
4.0,
5.0,-0.012371791295473467
5.0,-0.21952974834599528
7.0,1.0457511195435687
7.0,0.7562103280850756
2.0,-0.4763011376394663
6.0,1.0743813779796105
5.0,-0.6053946355784404
7.0,1.0665964243867359
7.0,-0.3323636726309439
7.0,0.6542181196682245
5.0,0.10121561626513116
5.0,0.22485461134157705
7.0,
4.0,0.14954580072378754
2.0,-1.2761190723022182
4.0,0.03662635211429684
7.0,1.3332074302968462
7.0,0.8057843391092577
1.0,
1.0,
7.0,0.7484033185213319
1.0,-0.04408919640410747
3.0,-0.46533766974884166
7.0,0.6607441215072167
7.0,1.3584113549249501
7.0,0.4622681451064706
7.0,1.0006228800225494
7.0,0.03577486144725264
6.0,-0.3847310280240134
4.0,-0.6659118199367183
6.0,-0.42009234978245846
6.0,
6.0,-0.04767210463024662
6.0,0.3270426430831241
6.0,0.2581642967221766
1.0,
2.0,-1.5614494325300519
6.0,
6.0,0.5402923290962123
3.0,-0.39804865137625906
4.0,
2.0,-0.43658834736172264
2.0,-1.2010771159569757
6.0,0.08675869319272055
5.0,-0.7755778443598975
5.0,-1.1730505248486292
5.0,0.12496200881829822
4.0,-0.016639353617342666
2.0,-0.6087084571308143
5.0,-0.4176060866370712
4.0,-0.6345460314220134
4.0,0.14266663530957613
2.0,
1.0,
1.0,-0.18094431302510947
1.0,
5.0,0.23921630316476608
1.0,
1.0,
2.0,
6.0,-0.5460028609629229
5.0,-0.5935332446070982
6.0,-0.09568601565662714
6.0,0.10709659583104889
2.0,-0.5396263993722559
3.0,-0.006432095365439786
1.0,-0.6047296135942809
1.0,
3.0,-0.15818641854136475
1.0,-1.7483285632475525
3.0,
5.0,0.544307817709346
5.0,-1.0830053006525713
3.0,0.14082373641028653
4.0,0.7511586683404846
1.0,
2.0,
2.0,-0.16871129043210673
3.0,
3.0,
3.0,-0.8952031888207822
1.0,
2.0,-0.07371211137907913
3.0,
1.0,
1.0,
1.0,
1.0,
2.0,-0.2904079049906553
3.0,-0.06262076863651432
1.0,
1.0,
4.0,
1.0,
2.0,
2.0,-0.7793243343699829
1.0,
1.0,
2.0,0.15045706460355182
3.0,-0.943260124307004
1.0,
2.0,-0.22772639424928598
1.0,
3.0,
1.0,-0.5405184906398427
1.0,
1.0,
1.0,-0.42425369881961095
2.0,-0.2273540848660207
1.0,
1.0,
1.0,
2.0,-0.3841723238683408
1.0,-0.5723548792871602
1.0,-0.35081683895024024
2.0,
1.0,
1.0,
2.0,
2.0,-0.48185394273882665
2.0,-0.7169878042854739
2.0,
1.0,
1.0,-0.657151307011499
1.0,
1.0,-0.6056672986891487
1.0,
1.0,
1.0,
1.0,-0.17492307126944567
1.0,
1.0,
1.0,-1.2968768425109984
1.0,
1.0,
1.0,-0.2579256784588404
1.0,-1.055093392934421
1.0,0.12543043015795521
1.0,0.11080207552029941
1.0,
1.0,
1.0,0.32284737533243707
1.0,-0.09680583865259963
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,-0.5269508865220139
1.0,-0.7512109170221469
1.0,-0.3669554118632465
1.0,-0.3261593203671268
0.0,-1.4442100003762615
0.0,0.21657806998130977
0.0,-0.9132345193805593
0.0,-0.5210018665834617
0.0,-1.6112629959045073
0.0,-0.9940919766282017
0.0,-1.163811830050811
0.0,-1.3104530201216704
0.0,-0.17091428368912812
0.0,-1.396609577537092
0.0,-2.2091132144491277
0.0,-1.4164735065514298
0.0,-0.22321973907653656
0.0,-0.28998107983355936
0.0,-0.8963578342124291
0.0,-0.39339675993283313
0.0,0.11145624948962006
0.0,-0.5766564369057962
0.0,-1.1470749092814174
0.0,-1.3230738219108396
0.0,-0.7736078938784138
0.0,-0.9557861543463448
0.0,-1.2313683115326366
0.0,-0.7639480295951966
7.0,1.0213809948558745
7.0,1.0424029006324593
7.0,0.9883176777332127
6.0,2.1741052578317146
7.0,0.8612929379618868
7.0,2.1798506084934335
7.0,1.6086911014465486
7.0,0.9694553425210006
7.0,1.4135413262776586
7.0,1.3452582996720979
6.0,-0.581852593892873
5.0,0.6373528836933057
7.0,0.8937171297203522
7.0,0.6257092073635792
7.0,0.49882250886826607
7.0,0.823267218851745
6.0,0.551565993539639
7.0,1.3579230219449252
6.0,-0.18683477359517162
7.0,1.4574922900619207
7.0,1.0759589542709966
6.0,-0.6922137796312382
7.0,0.5619805855760351
7.0,-0.39355368318765704
7.0,-0.4374033920685702
6.0,-0.48283159279341015
7.0,2.0843713827661032
7.0,0.8160209134224409
7.0,2.2869611040668762
7.0,1.811557249923891
7.0,1.0796929612142359
7.0,1.2421453722354578
6.0,-0.40371325267796243
7.0,0.6007948056447491
7.0,1.4773290320288333
5.0,-0.14103062578353767
6.0,-1.0168925662638895
1.0,-0.7826255694681472
7.0,0.29148642687800613
3.0,-0.5954127273164023
7.0,0.03609072898839792
7.0,-0.022280037975634864
7.0,2.0108041897230398
7.0,1.722195875699626
2.0,-0.9360604197744841
7.0,0.8591979270622455
7.0,0.36364873881826026
7.0,0.235806855959525
7.0,1.0438461116429776
6.0,-0.5879375911893305
6.0,-0.18557776705538695
7.0,-0.5392707391836674
7.0,1.1126436626939702
7.0,1.976138215300451
6.0,0.5846095904800133
6.0,0.713357874183269
7.0,1.4949014375697445
5.0,0.10906114719466362
7.0,1.546121183961957
6.0,0.03325385631858479
7.0,1.3206653943619786
7.0,0.9755560010884397
7.0,2.2707640567927685
7.0,-0.14108874096928092
2.0,-0.48705003080099457
4.0,0.4341223904888445
5.0,-0.5021863428719225
3.0,-0.39462159883468717
7.0,1.0390902929243155
7.0,1.9453939916148026
5.0,-0.6800077794317118
3.0,0.44343644318713227
6.0,-0.08838968606005988
5.0,0.491099089902452
7.0,1.5177366428263792
2.0,0.2985675039838722
7.0,0.5148941510996723
7.0,1.7641608065236456
7.0,1.7283782485758061
7.0,1.2022132667265455
5.0,0.8326301699437828
7.0,0.02525090855529686
7.0,0.6898421886170579
7.0,1.3227806232349166
4.0,0.3570026927628187
7.0,1.017998811281291
5.0,1.0129718879206957
5.0,1.06791591518566
6.0,0.8673731488063327
7.0,1.2662868959750813
4.0,0.1981663505072718
7.0,0.15648293964476276
3.0,-0.30307137512763627
7.0,2.349797186574926
7.0,1.136083722318399
7.0,
7.0,0.7436218444198881
6.0,0.9579943937832667
7.0,0.522484162075021
5.0,-1.5058206745861251
7.0,0.2778916778335295
7.0,1.3647967499496516
7.0,1.7285457743962094
7.0,1.9240478324331485
7.0,1.583751235803017
7.0,1.2324634519813715
7.0,-0.24563060813112167
7.0,0.213314781874693
5.0,-0.3539925464725308
7.0,
7.0,1.3647335687830993
7.0,-0.6702257763806451
5.0,-0.47968933299777616
7.0,1.3395666721477566
7.0,
7.0,0.7763734294959426
3.0,-0.552969897977743
6.0,
5.0,-0.3067137655502132
7.0,1.0667256202994313
7.0,1.4152814121877404
7.0,-0.4563317956351879
7.0,1.0575466221311012
5.0,0.05317713733786583
7.0,0.8475917382246735
7.0,-0.3218646743851955
7.0,0.2641593853040493
7.0,
7.0,0.12004800743355903
7.0,0.4094506427411912
4.0,0.08665465487179785
3.0,-0.7863318149897197
2.0,
2.0,0.47158801813040435
1.0,
4.0,0.1493744840333907
3.0,-0.8366580265204188
4.0,0.3290931974164821
5.0,-0.5565399593666831
4.0,-0.014214958236075645
2.0,
4.0,0.07672265207301272
2.0,-0.5462445538145358
3.0,-0.41670523999146486
3.0,-0.6668625471560272
5.0,-0.6747610468781001
5.0,-0.6632741632287869
5.0,0.318579047178246
4.0,-0.588253328538981
5.0,0.05560742962801106
1.0,-1.0145730516190992
1.0,-0.36420107370859095
4.0,-0.8183471288715517
6.0,-0.34723571128424935
6.0,
4.0,-0.18390258160542
4.0,0.059153807652398104
3.0,-1.6116103774456967
3.0,0.2652921661829074
3.0,-0.19889265416532992
4.0,0.4976238281181132
3.0,0.42993474276975996
3.0,0.3330927950089375
1.0,-0.2841448516793687
3.0,-0.6167463268479784
2.0,-0.1569594785785357
3.0,0.2679479960918363
1.0,
1.0,-0.82964223661999
2.0,-0.5385696426679875
1.0,-0.830634717017486
1.0,-1.796128791739492
1.0,
1.0,
1.0,
2.0,0.622183506811882
3.0,0.5522076078588813
1.0,-0.8173848988507686
3.0,-0.6248793129395156
3.0,-0.30405282371053605
1.0,0.2509073845152147
1.0,
1.0,
1.0,
1.0,-0.5852495580312681
1.0,
1.0,
1.0,-0.470627040016972
1.0,-0.2355366586003975
1.0,0.2361669120256408
1.0,-0.8789240060301556
1.0,0.12037819603912285
2.0,-0.41360889567268716
1.0,
1.0,
1.0,
1.0,-1.3237243964682477
1.0,-0.8561893162657631
1.0,
2.0,0.09522837746455737
3.0,
1.0,-0.5481157540472792
1.0,
1.0,-0.8787410486884669
1.0,-0.8031544706875439
1.0,
2.0,-0.6950069347629587
2.0,
1.0,-1.0586935706794176
1.0,
1.0,
2.0,
2.0,0.9201115024011491
1.0,0.9254005701655122
2.0,-0.16626522199613145
1.0,-0.9352593974574496
1.0,-0.376020813357445
1.0,0.13586064517371702
1.0,-0.9828588630062168
2.0,
1.0,
1.0,
1.0,0.13733349389509075
2.0,
1.0,-0.8494740389684264
1.0,-1.4144092438195108
1.0,-1.3712843450692076
1.0,-1.1414153701313614
1.0,
1.0,
1.0,
1.0,
1.0,-0.8744628795889401
1.0,-0.7235367810941216
1.0,
1.0,0.24656132438035633
1.0,-0.5416931434008977
0.0,-2.1579971617532934
0.0,-2.0422820039612892
0.0,-1.916721497297716
0.0,-1.1910364798433368
0.0,-0.9770500631366331
0.0,-0.3932104964930108
0.0,-0.9167558929796383
0.0,-1.6566272266555033
0.0,-0.47292933109284385
0.0,-1.2516211302000078
0.0,-0.5838978639832104
0.0,-1.3801080353318176
0.0,-1.644743270434798
0.0,-0.7743724625769284
0.0,-1.3597952137020297
0.0,-1.3189392080800428
0.0,-1.16762873834289
0.0,-0.9296162088274648
0.0,-1.9825198958098964
0.0,-0.3098303163548028
0.0,-0.4173862621274086
0.0,-1.8917386301693129
0.0,-0.580259279747273
0.0,-0.3205385016992633
0.0,-0.9653337476111796
0.0,-2.126045679995487
0.0,-0.9296270070632028
0.0,-0.42970163849914095
0.0,0.5157007257010403
0.0,-0.5464057385433146
0.0,-1.7294421809004346
0.0,-0.733296368233128
0.0,-1.1581866767720057
0.0,-1.704195982328165
0.0,-1.415019650471638
0.0,-0.26824266899497895
0.0,-1.047281252294121
0.0,-1.5068535143469823
0.0,-1.8458525229825946
0.0,-1.545341030347197
0.0,-1.4646469634254207
0.0,-1.0599593766325806
0.0,-1.8268995515150923
0.0,-1.646386287098086
0.0,-1.8760123400234427
0.0,-2.062105956528426
0.0,-0.8347850687024968
0.0,-0.9891746055812463
0.0,-0.050954117337132565
0.0,-0.9101869279473904
0.0,-0.8934759688937074
0.0,-0.5790361306544372
0.0,-1.349537578999996
0.0,-0.247874718925503
0.0,-0.8786493019763097
0.0,-1.2298794186241202
0.0,-1.228896855755192
0.0,-0.7226499089738081
0.0,-0.44844245909684577
0.0,-0.8587312669084335
